Date,XLI
,XLI
2017-11-03,63.02106475830078
2017-11-06,63.0561637878418
2017-11-07,63.152679443359375
2017-11-08,63.047393798828125
2017-11-09,62.25774383544922
2017-11-10,62.34546661376953
2017-11-13,62.134925842285156
2017-11-14,61.968231201171875
2017-11-15,61.61728286743164
2017-11-16,62.19635009765625
2017-11-17,61.854164123535156
2017-11-20,62.134925842285156
2017-11-21,62.58236312866211
2017-11-22,62.652549743652344
2017-11-24,62.652549743652344
2017-11-27,62.75784683227539
2017-11-28,63.71418762207031
2017-11-29,64.27567291259766
2017-11-30,65.37240600585938
2017-12-01,64.56522369384766
2017-12-04,65.10917663574219
2017-12-05,64.55644226074219
2017-12-06,64.65296173095703
2017-12-07,65.24956512451172
2017-12-08,65.53031158447266
2017-12-11,65.39872741699219
2017-12-12,65.4688949584961
2017-12-13,65.72335052490234
2017-12-14,65.27588653564453
2017-12-15,65.73633575439453
2017-12-18,66.2038803100586
2017-12-19,66.22151947021484
2017-12-20,66.44207000732422
2017-12-21,66.49497985839844
2017-12-22,66.51262664794922
2017-12-26,66.58319854736328
2017-12-27,66.74198913574219
2017-12-28,66.87432098388672
2017-12-29,66.75080108642578
2018-01-02,67.14775848388672
2018-01-03,67.50942993164062
2018-01-04,68.00343322753906
2018-01-05,68.47096252441406
2018-01-08,68.75325012207031
2018-01-09,69.19430541992188
2018-01-10,69.18547821044922
2018-01-11,70.0676040649414
2018-01-12,70.72039794921875
2018-01-16,70.08525085449219
2018-01-17,70.47338104248047
2018-01-18,70.09407043457031
2018-01-19,70.29696655273438
2018-01-22,70.29696655273438
2018-01-23,70.33224487304688
2018-01-24,70.27050018310547
2018-01-25,70.341064453125
2018-01-26,71.15264129638672
2018-01-29,70.67626953125
2018-01-30,70.12052917480469
2018-01-31,70.33224487304688
2018-02-01,70.208740234375
2018-02-02,68.79734802246094
2018-02-05,65.67460632324219
2018-02-06,66.87432098388672
2018-02-07,66.99781036376953
2018-02-08,64.41314697265625
2018-02-09,65.11005401611328
2018-02-12,66.15977478027344
2018-02-13,66.30973815917969
2018-02-14,67.14775848388672
2018-02-15,68.16221618652344
2018-02-16,68.17986297607422
2018-02-20,67.4917984008789
2018-02-21,67.50942993164062
2018-02-22,67.95932006835938
2018-02-23,68.52389526367188
2018-02-26,69.46775817871094
2018-02-27,68.59445190429688
2018-02-28,67.61528778076172
2018-03-01,66.29209899902344
2018-03-02,66.27446746826172
2018-03-05,67.0683822631836
2018-03-06,67.36830139160156
2018-03-07,67.35946655273438
2018-03-08,67.71231842041016
2018-03-09,69.20310974121094
2018-03-12,68.34745025634766
2018-03-13,68.01225280761719
2018-03-14,67.27125549316406
2018-03-15,67.46534729003906
2018-03-16,67.82579040527344
2018-03-19,67.3032455444336
2018-03-20,67.53353881835938
2018-03-21,67.61323547363281
2018-03-22,65.38129425048828
2018-03-23,64.42477416992188
2018-03-26,65.98355865478516
2018-03-27,65.07132720947266
2018-03-28,64.84989166259766
2018-03-29,65.79759216308594
2018-04-02,64.4424819946289
2018-04-03,65.33702850341797
2018-04-04,65.6204605102539
2018-04-05,66.28472137451172
2018-04-06,64.45133972167969
2018-04-09,64.25650024414062
2018-04-10,65.23960876464844
2018-04-11,64.76133728027344
2018-04-12,65.69129180908203
2018-04-13,65.53189086914062
2018-04-16,66.18728637695312
2018-04-17,66.74526977539062
2018-04-18,67.43611907958984
2018-04-19,67.25011444091797
2018-04-20,66.95782470703125
2018-04-23,66.87813568115234
2018-04-24,65.00932312011719
2018-04-25,65.19532012939453
2018-04-26,64.95616912841797
2018-04-27,64.8233413696289
2018-04-30,63.96419906616211
2018-05-01,63.67192077636719
2018-05-02,63.11397933959961
2018-05-03,63.2645378112793
2018-05-04,63.999656677246094
2018-05-07,64.42477416992188
2018-05-08,64.88532257080078
2018-05-09,65.58502197265625
2018-05-10,66.02784729003906
2018-05-11,66.1695785522461
2018-05-14,66.05443572998047
2018-05-15,65.83300018310547
2018-05-16,66.0721435546875
2018-05-17,66.32898712158203
2018-05-18,66.71868896484375
2018-05-21,67.72837829589844
2018-05-22,66.89585876464844
2018-05-23,66.83382415771484
2018-05-24,67.16154479980469
2018-05-25,67.03755187988281
2018-05-29,65.96585083007812
2018-05-30,66.89585876464844
2018-05-31,65.930419921875
2018-06-01,66.65668487548828
2018-06-04,66.55928039550781
2018-06-05,66.63897705078125
2018-06-06,67.19698333740234
2018-06-07,67.48037719726562
2018-06-08,67.7018051147461
2018-06-11,67.83466339111328
2018-06-12,67.76384735107422
2018-06-13,67.2235336303711
2018-06-14,66.96669006347656
2018-06-15,66.79950714111328
2018-06-18,66.52384185791016
2018-06-19,65.11885070800781
2018-06-20,65.1633071899414
2018-06-21,64.34521484375
2018-06-22,64.56751251220703
2018-06-25,63.74943542480469
2018-06-26,63.989505767822266
2018-06-27,63.4737548828125
2018-06-28,63.56268310546875
2018-06-29,63.69607925415039
2018-07-02,63.83835983276367
2018-07-03,63.63383102416992
2018-07-05,63.94505310058594
2018-07-06,64.16736602783203
2018-07-09,65.35894775390625
2018-07-10,65.5634765625
2018-07-11,64.48748016357422
2018-07-12,65.24335479736328
2018-07-13,65.58126831054688
2018-07-16,65.31446838378906
2018-07-17,65.57237243652344
2018-07-18,66.2926254272461
2018-07-19,66.26596069335938
2018-07-20,66.19482421875
2018-07-23,65.78578186035156
2018-07-24,66.06144714355469
2018-07-25,67.06627655029297
2018-07-26,67.5820541381836
2018-07-27,67.59093475341797
2018-07-30,66.92398834228516
2018-07-31,68.40011596679688
2018-08-01,67.47532653808594
2018-08-02,67.38642120361328
2018-08-03,67.44863891601562
2018-08-06,67.54647064208984
2018-08-07,68.02664184570312
2018-08-08,67.72431945800781
2018-08-09,67.35086059570312
2018-08-10,66.75504302978516
2018-08-13,66.43492889404297
2018-08-14,66.89732360839844
2018-08-15,66.57720947265625
2018-08-16,67.42198944091797
2018-08-17,67.8310546875
2018-08-20,68.2845458984375
2018-08-21,68.79141235351562
2018-08-22,68.12447357177734
2018-08-23,67.9288330078125
2018-08-24,68.22230529785156
2018-08-27,69.08484649658203
2018-08-28,68.94255828857422
2018-08-29,68.99591064453125
2018-08-30,68.5157241821289
2018-08-31,68.5601806640625
2018-09-04,68.50684356689453
2018-09-05,68.99591064453125
2018-09-06,69.20934295654297
2018-09-07,68.99591064453125
2018-09-10,69.35163116455078
2018-09-11,69.3338394165039
2018-09-12,69.5472640991211
2018-09-13,69.96519470214844
2018-09-14,70.3119888305664
2018-09-17,70.33866882324219
2018-09-18,70.97892761230469
2018-09-19,70.91667175292969
2018-09-20,71.02338409423828
2018-09-21,71.48268127441406
2018-09-24,70.25852966308594
2018-09-25,70.04408264160156
2018-09-26,69.9994125366211
2018-09-27,70.0976791381836
2018-09-28,70.05301666259766
2018-10-01,70.66954803466797
2018-10-02,70.83038330078125
2018-10-03,71.1252670288086
2018-10-04,70.89293670654297
2018-10-05,70.5265884399414
2018-10-08,70.70527648925781
2018-10-09,69.61518859863281
2018-10-10,67.37240600585938
2018-10-11,65.59429931640625
2018-10-12,66.0321044921875
2018-10-15,66.15721893310547
2018-10-16,67.27410888671875
2018-10-17,66.7826919555664
2018-10-18,65.63002014160156
2018-10-19,65.38876342773438
2018-10-22,65.1653823852539
2018-10-23,64.09317016601562
2018-10-24,61.9218635559082
2018-10-25,62.35969924926758
2018-10-26,61.74314498901367
2018-10-29,60.71558380126953
2018-10-30,61.96654510498047
2018-10-31,62.44009780883789
2018-11-01,63.53916931152344
2018-11-02,63.43191909790039
2018-11-05,63.762550354003906
2018-11-06,64.43267822265625
2018-11-07,65.47813415527344
2018-11-08,65.37090301513672
2018-11-09,64.70968627929688
2018-11-12,63.43191909790039
2018-11-13,63.717872619628906
2018-11-14,63.503421783447266
2018-11-15,64.34333801269531
2018-11-16,64.32544708251953
2018-11-19,63.306827545166016
2018-11-20,61.99333190917969
2018-11-21,62.431175231933594
2018-11-23,62.30609130859375
2018-11-26,62.76176452636719
2018-11-27,62.65457534790039
2018-11-28,64.15570068359375
2018-11-29,64.19145965576172
2018-11-30,64.81690216064453
2018-12-03,65.56747436523438
2018-12-04,62.7796516418457
2018-12-06,62.431175231933594
2018-12-07,60.78706359863281
2018-12-10,60.9389762878418
2018-12-11,60.58156204223633
2018-12-12,60.92109680175781
2018-12-13,60.751319885253906
2018-12-14,59.911407470703125
2018-12-17,58.92852020263672
2018-12-18,59.223388671875
2018-12-19,58.10647201538086
2018-12-20,57.04315948486328
2018-12-21,55.96609878540039
2018-12-24,54.24890899658203
2018-12-26,56.77524948120117
2018-12-27,57.485504150390625
2018-12-28,57.332664489746094
2018-12-31,57.908058166503906
2019-01-02,58.204742431640625
2019-01-03,56.4336051940918
2019-01-04,58.573360443115234
2019-01-07,59.04985046386719
2019-01-08,59.85900115966797
2019-01-09,60.263572692871094
2019-01-10,61.08171081542969
2019-01-11,61.01877975463867
2019-01-14,61.009796142578125
2019-01-15,60.82100296020508
2019-01-16,60.8839225769043
2019-01-17,61.92680740356445
2019-01-18,63.10459518432617
2019-01-22,61.800968170166016
2019-01-23,61.890846252441406
2019-01-24,62.205528259277344
2019-01-25,62.996700286865234
2019-01-28,62.394351959228516
2019-01-29,63.25741195678711
2019-01-30,64.24637603759766
2019-01-31,64.52508544921875
2019-02-01,64.62397766113281
2019-02-04,65.46009063720703
2019-02-05,66.0265121459961
2019-02-06,66.04448699951172
2019-02-07,65.5949478149414
2019-02-08,65.69385528564453
2019-02-11,66.04448699951172
2019-02-12,67.06941986083984
2019-02-13,67.46499633789062
2019-02-14,67.15032196044922
2019-02-15,68.04939270019531
2019-02-19,68.02242279052734
2019-02-20,68.3460693359375
2019-02-21,68.06736755371094
2019-02-22,68.51690673828125
2019-02-25,68.78662872314453
2019-02-26,68.59781646728516
2019-02-27,68.86752319335938
2019-02-28,68.63378143310547
2019-03-01,68.69672393798828
2019-03-04,68.39102935791016
2019-03-05,67.95049285888672
2019-03-06,67.3121566772461
2019-03-07,66.9075927734375
2019-03-08,66.7727279663086
2019-03-11,67.33912658691406
2019-03-12,66.7817153930664
2019-03-13,67.3661117553711
2019-03-14,67.14132690429688
2019-03-15,66.90442657470703
2019-03-18,67.55547332763672
2019-03-19,67.31132507324219
2019-03-20,66.85016632080078
2019-03-21,67.49217224121094
2019-03-22,65.9640121459961
2019-03-25,66.11773681640625
2019-03-26,66.56082153320312
2019-03-27,66.63316345214844
2019-03-28,67.12145233154297
2019-03-29,67.8448257446289
2019-04-01,69.24639892578125
2019-04-02,69.21927642822266
2019-04-03,69.01130676269531
2019-04-04,69.43629455566406
2019-04-05,69.6352310180664
2019-04-08,69.33683013916016
2019-04-09,68.39643859863281
2019-04-10,68.37834930419922
2019-04-11,68.96607971191406
2019-04-12,69.87936401367188
2019-04-15,69.49055480957031
2019-04-16,69.91553497314453
2019-04-17,70.00595092773438
2019-04-18,70.81072998046875
2019-04-22,70.59373474121094
2019-04-23,71.20858001708984
2019-04-24,71.00061798095703
2019-04-25,69.5719223022461
2019-04-26,70.09635925292969
2019-04-29,70.25912475585938
2019-04-30,70.53945922851562
2019-05-01,70.07830047607422
2019-05-02,70.04212951660156
2019-05-03,70.8921127319336
2019-05-06,70.21393585205078
2019-05-07,68.79427337646484
2019-05-08,68.79427337646484
2019-05-09,68.6948013305664
2019-05-10,68.96607971191406
2019-05-13,67.00389862060547
2019-05-14,67.70014953613281
2019-05-15,67.79056549072266
2019-05-16,68.41450500488281
2019-05-17,67.6549301147461
2019-05-20,67.48313903808594
2019-05-21,68.27887725830078
2019-05-22,67.71822357177734
2019-05-23,66.68741607666016
2019-05-24,66.71453857421875
2019-05-28,66.09966278076172
2019-05-29,65.80125427246094
2019-05-30,66.05445861816406
2019-05-31,65.15020751953125
2019-06-03,65.59327697753906
2019-06-04,67.1576156616211
2019-06-05,67.80867004394531
2019-06-06,67.92623138427734
2019-06-07,68.4687728881836
2019-06-10,68.55916595458984
2019-06-11,67.97142028808594
2019-06-12,68.11610412597656
2019-06-13,68.459716796875
2019-06-14,68.1884536743164
2019-06-17,67.9533462524414
2019-06-18,69.27352142333984
2019-06-19,69.21927642822266
2019-06-20,70.3766860961914
2019-06-21,70.00162506103516
2019-06-24,69.86541748046875
2019-06-25,69.33866882324219
2019-06-26,69.5112075805664
2019-06-27,69.57476806640625
2019-06-28,70.31039428710938
2019-07-01,70.37396240234375
2019-07-02,70.28313446044922
2019-07-03,70.67365264892578
2019-07-05,70.39213562011719
2019-07-08,69.81089782714844
2019-07-09,69.65653228759766
2019-07-10,69.4930648803711
2019-07-11,69.96529388427734
2019-07-12,71.19133758544922
2019-07-15,70.90071868896484
2019-07-16,71.35478210449219
2019-07-17,69.82907104492188
2019-07-18,69.9561996459961
2019-07-19,70.337646484375
2019-07-22,70.39213562011719
2019-07-23,71.28214263916016
2019-07-24,71.59091186523438
2019-07-25,71.44562530517578
2019-07-26,71.29122161865234
2019-07-29,71.16410827636719
2019-07-30,71.47284698486328
2019-07-31,70.67365264892578
2019-08-01,69.3023452758789
2019-08-02,68.85733032226562
2019-08-05,66.9501724243164
2019-08-06,67.958251953125
2019-08-07,67.92192077636719
2019-08-08,69.07530212402344
2019-08-09,68.49407958984375
2019-08-12,67.54955291748047
2019-08-13,68.35781860351562
2019-08-14,66.2690658569336
2019-08-15,66.1963882446289
2019-08-16,67.47692108154297
2019-08-19,68.11264038085938
2019-08-20,67.71305084228516
2019-08-21,68.13078308105469
2019-08-22,68.23069763183594
2019-08-23,66.4052734375
2019-08-26,66.89569091796875
2019-08-27,66.55059814453125
2019-08-28,67.3679428100586
2019-08-29,68.52130889892578
2019-08-30,68.80284881591797
2019-09-03,67.86742401123047
2019-09-04,68.73018646240234
2019-09-05,69.96529388427734
2019-09-06,70.11060333251953
2019-09-09,70.31947326660156
2019-09-10,70.96429443359375
2019-09-11,71.62724304199219
2019-09-12,71.67266082763672
2019-09-13,72.06315612792969
2019-09-16,71.99959564208984
2019-09-17,71.96327209472656
2019-09-18,71.85428619384766
2019-09-19,71.49102783203125
2019-09-20,71.03907012939453
2019-09-23,70.90213775634766
2019-09-24,70.50043487548828
2019-09-25,70.9569320678711
2019-09-26,71.0573501586914
2019-09-27,70.77432250976562
2019-09-30,70.87476348876953
2019-10-01,69.17662811279297
2019-10-02,67.87104034423828
2019-10-03,68.31840515136719
2019-10-04,69.03053283691406
2019-10-07,68.6836166381836
2019-10-08,67.62454223632812
2019-10-09,68.1997299194336
2019-10-10,68.82054138183594
2019-10-11,70.11698913574219
2019-10-14,69.98004150390625
2019-10-15,70.54609680175781
2019-10-16,70.5095443725586
2019-10-17,70.85649108886719
2019-10-18,70.24481964111328
2019-10-21,70.66476440429688
2019-10-22,71.2216796875
2019-10-23,71.21255493164062
2019-10-24,71.31298828125
2019-10-25,71.7603530883789
2019-10-28,71.96119689941406
2019-10-29,72.19857788085938
2019-10-30,72.4542007446289
2019-10-31,71.67817687988281
2019-11-01,73.2393798828125
2019-11-04,74.08844757080078
2019-11-05,74.24366760253906
2019-11-06,74.2893295288086
2019-11-07,74.54492950439453
2019-11-08,74.64537811279297
2019-11-11,74.68189239501953
2019-11-12,74.67277526855469
2019-11-13,74.36233520507812
2019-11-14,74.59971618652344
2019-11-15,75.14751434326172
2019-11-18,74.8644790649414
2019-11-19,74.80059051513672
2019-11-20,74.20713806152344
2019-11-21,74.17974090576172
2019-11-22,74.56319427490234
2019-11-25,75.10185241699219
2019-11-26,75.32099151611328
2019-11-27,75.24794006347656
2019-11-29,74.90100860595703
2019-12-02,73.66849517822266
2019-12-03,72.86505126953125
2019-12-04,73.1480941772461
2019-12-05,73.16634368896484
2019-12-06,74.05194091796875
2019-12-09,73.7689208984375
2019-12-10,73.67761993408203
2019-12-11,74.14322662353516
2019-12-12,74.80059051513672
2019-12-13,74.59971618652344
2019-12-16,74.56319427490234
2019-12-17,74.49015808105469
2019-12-18,74.17974090576172
2019-12-19,74.38060760498047
2019-12-20,74.72283935546875
2019-12-23,75.33758544921875
2019-12-24,75.03479766845703
2019-12-26,75.20912170410156
2019-12-27,75.14490509033203
2019-12-30,74.79623413085938
2019-12-31,74.7503662109375
2020-01-02,76.16334533691406
2020-01-03,76.01655578613281
2020-01-06,76.04407501220703
2020-01-07,75.88807678222656
2020-01-08,76.1449966430664
2020-01-09,76.46611022949219
2020-01-10,75.92477416992188
2020-01-13,76.5487060546875
2020-01-14,76.55789184570312
2020-01-15,76.67716217041016
2020-01-16,77.4386978149414
2020-01-17,77.44786071777344
2020-01-21,76.5945816040039
2020-01-22,76.19087219238281
2020-01-23,77.01663208007812
2020-01-24,76.6588134765625
2020-01-27,75.20912170410156
2020-01-28,75.69541931152344
2020-01-29,76.0991439819336
2020-01-30,76.18169403076172
2020-01-31,74.42007446289062
2020-02-03,74.39253234863281
2020-02-04,75.7963638305664
2020-02-05,77.06250762939453
2020-02-06,77.31024932861328
2020-02-07,76.75054168701172
2020-02-10,77.18180084228516
2020-02-11,77.47541809082031
2020-02-12,78.20023345947266
2020-02-13,77.75984191894531
2020-02-14,77.65888214111328
2020-02-18,77.218505859375
2020-02-19,77.19097137451172
2020-02-20,77.08085632324219
2020-02-21,76.69551086425781
2020-02-24,74.51180267333984
2020-02-25,71.47481536865234
2020-02-26,70.9334716796875
2020-02-27,68.3001937866211
2020-02-28,67.05237579345703
2020-03-02,69.41039276123047
2020-03-03,67.71300506591797
2020-03-04,70.51141357421875
2020-03-05,67.06153869628906
2020-03-06,66.47431945800781
2020-03-09,60.34529495239258
2020-03-10,63.47404098510742
2020-03-11,59.74890899658203
2020-03-12,53.5648307800293
2020-03-13,57.74871826171875
2020-03-16,51.19761657714844
2020-03-17,53.5556526184082
2020-03-18,49.610313415527344
2020-03-19,49.64701461791992
2020-03-20,47.16053771972656
2020-03-23,45.09488296508789
2020-03-24,50.79993438720703
2020-03-25,53.4721565246582
2020-03-26,56.84709930419922
2020-03-27,54.4522705078125
2020-03-30,55.24746322631836
2020-03-31,54.563228607177734
2020-04-01,52.103675842285156
2020-04-02,52.79716491699219
2020-04-03,52.094425201416016
2020-04-06,55.70054244995117
2020-04-07,55.57109832763672
2020-04-08,57.586814880371094
2020-04-09,58.455989837646484
2020-04-13,56.745391845703125
2020-04-14,57.82722091674805
2020-04-15,56.22758865356445
2020-04-16,55.7282829284668
2020-04-17,58.34503936767578
2020-04-20,56.7916259765625
2020-04-21,55.45090103149414
2020-04-22,56.033416748046875
2020-04-23,56.477256774902344
2020-04-24,56.93032455444336
2020-04-27,58.34503936767578
2020-04-28,59.43610763549805
2020-04-29,60.57342529296875
2020-04-30,59.37139129638672
2020-05-01,57.577571868896484
2020-05-04,56.84709930419922
2020-05-05,57.06901168823242
2020-05-06,56.283077239990234
2020-05-07,56.93956756591797
2020-05-08,58.354278564453125
2020-05-11,57.62380599975586
2020-05-12,56.00567626953125
2020-05-13,54.600223541259766
2020-05-14,55.17349624633789
2020-05-15,54.97932052612305
2020-05-18,58.60392379760742
2020-05-19,57.85496139526367
2020-05-20,58.93679428100586
2020-05-21,59.07549285888672
2020-05-22,59.02926254272461
2020-05-26,61.507301330566406
2020-05-27,63.56000900268555
2020-05-28,62.95899963378906
2020-05-29,62.57065200805664
2020-06-01,62.709346771240234
2020-06-02,63.52302169799805
2020-06-03,66.00106811523438
2020-06-04,66.70380401611328
2020-06-05,69.15411376953125
2020-06-08,70.54107666015625
2020-06-09,68.78425598144531
2020-06-10,67.13838195800781
2020-06-11,62.42271423339844
2020-06-12,63.63399887084961
2020-06-15,64.26273345947266
2020-06-16,65.52027130126953
2020-06-17,65.04869842529297
2020-06-18,64.80828857421875
2020-06-19,64.01311492919922
2020-06-22,64.1208267211914
2020-06-23,64.1301040649414
2020-06-24,61.9011116027832
2020-06-25,62.5883903503418
2020-06-26,61.42744445800781
2020-06-29,63.442840576171875
2020-06-30,63.805049896240234
2020-07-01,63.51713943481445
2020-07-02,64.06510925292969
2020-07-06,64.98455810546875
2020-07-07,63.74003601074219
2020-07-08,63.74003601074219
2020-07-09,62.35621643066406
2020-07-10,63.16422653198242
2020-07-13,63.42427444458008
2020-07-14,64.79879760742188
2020-07-15,66.4520034790039
2020-07-16,66.47056579589844
2020-07-17,66.86993408203125
2020-07-20,66.05265808105469
2020-07-21,66.92565155029297
2020-07-22,67.46431732177734
2020-07-23,67.2599868774414
2020-07-24,66.72132110595703
2020-07-27,66.99995422363281
2020-07-28,66.53557586669922
2020-07-29,67.54791259765625
2020-07-30,66.86993408203125
2020-07-31,66.61917877197266
2020-08-03,66.89778900146484
2020-08-04,67.06497192382812
2020-08-05,68.34663391113281
2020-08-06,68.60667419433594
2020-08-07,69.77690887451172
2020-08-10,71.4950942993164
2020-08-11,71.8758773803711
2020-08-12,72.10807037353516
2020-08-13,71.72727966308594
2020-08-14,72.00589752197266
2020-08-17,71.67155456542969
2020-08-18,71.28147888183594
2020-08-19,71.09573364257812
2020-08-20,70.7149658203125
2020-08-21,71.00286865234375
2020-08-24,72.2845230102539
2020-08-25,72.19165802001953
2020-08-26,72.22880554199219
2020-08-27,72.48886108398438
2020-08-28,73.1761245727539
2020-08-31,72.26593780517578
2020-09-01,72.99966430664062
2020-09-02,74.20704650878906
2020-09-03,72.12664794921875
2020-09-04,72.29380798339844
2020-09-08,70.9378433227539
2020-09-09,72.03376007080078
2020-09-10,71.11430358886719
2020-09-11,72.08021545410156
2020-09-14,73.05540466308594
2020-09-15,73.10183715820312
